source_file,row_id,column,value
nonparam_galfit_vs_astrophot_no_n.csv,11,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,11,comparison,gini vs GALFIT chi2nu
nonparam_galfit_vs_astrophot_no_n.csv,11,N,23
nonparam_galfit_vs_astrophot_no_n.csv,11,pearson_r,0.2557847973387196
nonparam_galfit_vs_astrophot_no_n.csv,11,pearson_p,0.2387903192462057
nonparam_galfit_vs_astrophot_no_n.csv,11,spearman_rho,0.116600790513834
nonparam_galfit_vs_astrophot_no_n.csv,11,spearman_p,0.5962323605575823
nonparam_galfit_vs_astrophot_no_n.csv,11,abs_spearman,0.116600790513834
nonparam_galfit_vs_astrophot_no_n.csv,12,family,AstroPhot
nonparam_galfit_vs_astrophot_no_n.csv,12,comparison,gini vs AstroPhot q
nonparam_galfit_vs_astrophot_no_n.csv,12,N,23
